kandidat,parti,valgt,stemmer
Alex Vanopslagh,Liberal Alliance,✓,2069
Malte Larsen,Socialdemokratiet,✓,1994
Charlotte Broman Mølbæk,SF,✓,1126
Nick Zimmermann,Dansk Folkeparti,✓,1045
Troels Lund Poulsen,Venstre,✓,944
Lars Boje Mathiesen,Borgernes Parti,✓,739
Nicolai Wammen,Socialdemokratiet,✓,728
Mona Juul,Konservative,✓,710
Louise Høeg,Venstre,,497
Magnus Bigum,Danmarksdemokraterne,,424
Kirsten Normann Andersen,SF,✓,320
Christina Egelund,Moderaterne,✓,211
Louise Brown,Liberal Alliance,,184
Morten Sørensen,Konservative,,176
Erik Veje Rasmussen,Venstre,,173
Anders Kühnau,Socialdemokratiet,✓,173
Camilla Fabricius,Socialdemokratiet,✓,142
Leif Lahn Jensen,Socialdemokratiet,✓,126
Mathilde Hjort Bressum,Venstre,✓,109
Caroline Stage,Moderaterne,✓,106
Katrine Robsøe,Radikale,✓,99
Line Rasmussen,Radikale,,96
Louise Louring,Venstre,✓,86
Jens Meilvang,Liberal Alliance,✓,82
Torsten Gejl,Alternativet,✓,81
Trine Mach,Enhedslisten,✓,79
Erik Poulsen,Danmarksdemokraterne,,75
Sofie Lippert,SF,✓,71
Nana Harring,Dansk Folkeparti,,65
Pia Halkjær,Socialdemokratiet,,64
Martin Laursen,Enhedslisten,,56
Anne Sophie Callesen,Radikale,,54
Michael Nedersøe,Dansk Folkeparti,✓,52
Lone Glarbo,Danmarksdemokraterne,,45
Charlotte Vindeløv,SF,,44
Carina Sarkkinen,SF,,40
Jens Kannegaard Lundager,Dansk Folkeparti,,40
Edith Vels,Enhedslisten,,39
Rabih Azad-Ahmad,Radikale,,38
Hans Kristian Skibby,Danmarksdemokraterne,✓,35
Charlotte Green,Konservative,✓,33
Maria Temponeras,Enhedslisten,,33
Anna Brændemose,SF,,30
Sten Larsen,Moderaterne,,28
Dennis Munk,Enhedslisten,,25
Maria Sørensen,Enhedslisten,,24
Peter Have,Moderaterne,,22
Henrik Rejnholt Andersen,Venstre,,21
Louise Stenmann,Socialdemokratiet,,21
Karina Aamann,Venstre,,19
Erik Særkjær,Socialdemokratiet,,19
Paw Hedegaard Amdisen,SF,,18
Viviane Ellasofie Karlsen,Borgernes Parti,,18
Mathias Thybo,Socialdemokratiet,,17
Mathias Sikora,Radikale,,17
Morten Siig Henriksen,SF,,17
Rasmus T. Mortensen,SF,,17
Dorthe Hindborg,Socialdemokratiet,,17
Søren Lahn Sloth,SF,,17
Sara Pernille Jespersen,Moderaterne,,16
Bjørn Jensen,Konservative,,15
Bia Ndamukunda,Konservative,,15
Søren Vanting,Moderaterne,,15
Nikoline Erbs Hillers-Bendtsen,Alternativet,,14
Rune Christiansen,Radikale,,14
Kristjar Skajaa,Enhedslisten,,13
Bjørn Olsen,Alternativet,,13
Rikke Christensen,Radikale,,12
Rune Mikkelsen,Danmarksdemokraterne,,12
Viktor Thyregod Sivertsen,Konservative,,12
Thomas Monberg,Socialdemokratiet,✓,12
Christina Hedegaard Hansen,Enhedslisten,,12
Hanne Roed,Radikale,,12
Steffen Hedegaard Attermann Brinch,Alternativet,,11
Gert Bjerregaard,Venstre,,11
Susan Kronborg,Moderaterne,,11
Louise Svenstrup,Liberal Alliance,,11
Peter Sporleder,Konservative,,10
Caroline Svejsø,Konservative,,10
Hans Skou,Venstre,,10
Jakob Jensen,Enhedslisten,,10
Gitte Dreier Jacobsen,Alternativet,,8
Sebastian Støckler,Venstre,,8
Lars Abildskov,Liberal Alliance,,8
Lisbeth Ivanhoe,Enhedslisten,,7
Hanne K. Mortensen,Alternativet,,6
Søren Skjold Andersen,Udenfor parti,,6
Chris Hvidberg,Liberal Alliance,,6
Emil M. D. Christensen,Venstre,,5
Michael Faust Horsbøl,Konservative,,5
Anders Krojgaard Lund,Konservative,,5
Michael Bang Pedersen,Borgernes Parti,,5
Jacob Skjærris,Konservative,,5
Tina Kjær,Alternativet,,4
Anna Calero,Alternativet,,4
Kim Møller-Nielsen,Liberal Alliance,,4
Mercedes Czank,Dansk Folkeparti,,4
Bjarke Jensen,Radikale,,3
Thomas Due Nielsen,Alternativet,,3
Thomas Quist Mortensen,Alternativet,,3
Pernille Skærsø,Alternativet,,2
Kim Sørensen,Alternativet,,2
Mads Damgaard Mortensen,Alternativet,,2
Karina Konrad,Alternativet,,2
Sasja Elkjær Krogsdal,Alternativet,,2
Søren Jensen,Liberal Alliance,,2
Juma Nellemann Kruse,Alternativet,,1
Michael Klausen,Liberal Alliance,,1
Thor Clasen Jonasen,Alternativet,,1
Lissi Bagge,Alternativet,,1
Marcus Bech Pedersen,Alternativet,,1
Niels Povlsgaard,Liberal Alliance,,0
Tenna Duch Schaldemose,Alternativet,,0
